content,sentiment_label,original_sentiment,emoticon_type,source_column,dataset_source,split
"(----- SHARES -----) Công ty chúng tôi cần gấp Nam sắp xếp thùng sữa Vinamilk,Nước ngọt... KL:17-25kg.Làm việc trong kho Sắp xếp lên băng tải và ballet. -Lương 370 ngàn cuối ngày lãnh lương,bao cơm trưa,hỗ trợ chỗ ở lại miễn phí hoặc phụ cấp 700 ngàn/tháng tiền xăng xe đi lại và phòng trọ cho công nhân không ở lại. -Thời gian làm 8 tiếng/ngày,chủ nhật lễ tết nghỉ. -Địa điểm làm việc:TPHCM_Quận 2,4,7,Thủ Đức,Bình Dương,Đồng Nai,Long An__LH:A.Minh_Tel:0917.29.7048__GỌI TRỰC TIẾP__(lam viec ban thoi gian )",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Công Ty Đại Dương cần 06 Nam Xếp Thùng Sữa Vinamilk các loại lương 370Ngàn/ngày bao ở,lương ngày hoặc lương tuần.Sắp xếp các thùng sữa,bột sữa Vinamilk KL:17-25kg/thùng nên băng tải có ballet và xe nâng hỗ trợ làm việc
-Thời gian làm việc 8 tiếng/ngày:Sáng 7h-11h trưa,chiều 13-17h,Chủ nhật lễ tết ngỉ
-Địa điểm làm việc:Tổng kho TPHCM_Cát Lái Q.2,KCX Tân Thuận Q.7,Bến Phú Định Q.8,Cầu Tân Thuận Q.4,KCN Sóng Thần Q.Thủ Đức._Bình Dương_Đồng Nai,_ Long an- 
*** Chi tiết liên hệ::_Tel__0164",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Công Ty Ngọc Long cần 04 Nam Xếp Thùng Sữa Vinamilk các loại lương 370Ngàn/ngày bao ở,lương ngày hoặc lương tuần.Sắp xếp các thùng sữa,bột sữa Vinamilk KL:17-25kg/thùng nên băng tải có ballet và xe nâng hỗ trợ làm việc
-Thời gian làm việc 8 tiếng/ngày:Sáng 7h-11h trưa,chiều 13-17h,Chủ nhật lễ tết ngỉ
-Địa điểm làm việc:Tổng kho TPHCM_Cát Lái Q.2,KCX Tân Thuận Q.7,Bến Phú Định Q.8,Cầu Tân Thuận Q.4,KCN Sóng Thần Q.Thủ Đức._Bình Dương_Đồng Nai,_ Long an- 
Liên hệ: A.Hoàng: 0164.7979.542",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Công Ty Ngọc Long cần 06 Nam Xếp Thùng Sữa Vinamilk các loại lương 370Ngàn/ngày bao ở,lương ngày hoặc lương tuần.Sắp xếp các thùng sữa,bột sữa Vinamilk KL:17-25kg/thùng nên băng tải có ballet và xe nâng hỗ trợ làm việc
-Thời gian làm việc 8 tiếng/ngày:Sáng 7h-11h trưa,chiều 13-17h,Chủ nhật lễ tết ngỉ
-Địa điểm làm việc:Tổng kho TPHCM_Cát Lái Q.2,KCX Tân Thuận Q.7,Bến Phú Định Q.8,Cầu Tân Thuận Q.4,KCN Sóng Thần Q.Thủ Đức._Bình Dương_Đồng Nai,_ Long an- 
Liên hệ: A.Hoàng: 0164.7979.542",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Hội người MỸ THỌ - Công Ty Ngọc Long cần 06 Nam Xếp Thùng Sữa Vinamilk các loại lương 370Ngàn/ngày bao ở,lương ngày hoặc lương tuần.Sắp xếp các thùng sữa,bột sữa Vinamilk KL:17-25kg/thùng nên băng tải có ballet và xe nâng hỗ trợ làm việc
-Thời gian làm việc 8 tiếng/ngày:Sáng 7h-11h trưa,c...",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Mẹ nói cắt 2 bi của em, mẹ đền cho 1 đống bi, thiệt là sung sướng :3

~Mèo cụt đuôi.
**CẢNH BÁO LỪA ĐẢO** : Hiện nay ad thấy có một số nơi tuyển dụng công ty khuân vác sữa vinamilk bắt đóng trước 320k, cái này là lừa đảo nha, mọi người cẩn thận. Và những công việc yêu cầu đóng tiền trước hoặc mua hàng là hoàn toàn lừa đảo hết. Ai cần xác thực tin tìm việc nào thì inbox cho ad, để ad xác thực giúp cho.
Chúc mem buổi sáng vui vẻ. — with Huyền Nguyễn.",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Minh Thúy - Câu 1;Phât biệt người mô giới trong thị trường chứng khoán sơ cấp và thứ câp.Vai trò người mô giới trong thị trường chứng khoán sơ cấp với chủ thể phát hành chứng khoán.
Câu 2:Vai trò của lãi suất trong điuè tiết kinh tế vĩ mô.
Câu 3:Ưu và nhược điểm kênh huy động vốn thuê tài sản.Vì sao nói thuê tài sản dài hạn có lợi về thuế.
Câu 4:Tỷ trọng tiền mặt nhỏ trong lưu thông có ý nghĩa gì?
Câu 5. Quỹ công ngoài ngân sách.Vì sao phải thành lập quỹ công ngoài ngân sách

 Câu 1: M",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Nguyễn Thế Hoan - Danh sách ""50 công ty kinh doanh hiệu quả nhất Việt Nam 2014""

1 -  Công ty Cổ phần CNG Việt Nam                     (Mã CK:   CNG ) 

2-   Công ty Cổ phần Sữa Việt Nam                         (Mã CK : VNM) 

3 -  Công ty Cổ phần Kỹ thuật nền móng và Công trình ngầm FECON    (Mã CK:  FCN  )

4 -  Tập Đoàn Vingroup - Công ty Cổ phần                      (Mã CK: VIC )

5 -  Công ty Cổ phần Dược Hậu Giang                             (Mã CK:  DHG) 

6-   Công ty Cổ phần Thức ăn Chăn nuôi Việt Thắng          (Mã CK :VTF) 

7 -  Công ty Cổ phần Vinacafé Biên Hòa                             (Mã CK : VCF) 

8  - Công ty Cổ phần Đường Ninh Hòa                                 (Mã CK : NHS)  

9 -  Công ty Cổ phần TRAPHACO      TRA                            (Mã CK:   TRA)

10 -  Tổng Công ty Phân Bón và Hóa Chất Dầu Khí                   (Mã CK: DPM)  

11 - Công ty Cổ Phần Mía Đường Thành Thành Công Tây Ninh   (Mã CK: SBT)  

12  - Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ           (Mã CK:  DVP)  

13  - Công",positive,Tích cực,western_emoticon,Content,minhtoan/vietnamese-comment-sentiment,train
"""Thuở mới chớm hẹn hò
Anh ngại mình đắng ngắt
Nhưng em thì bất chấp
Quyện vào anh mê say
Nồng nàn đến ngất ngây
Bao nhiêu năm vẫn vậy
....
....
.....
Chỉ yêu một Ngôi Sao Phương Nam
Ngôi Sao Phương Nam, cho vị cafe sữa ngon đúng điệu""
:v",positive,Tích cực,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"Đỗ Thật cái gì cũng phải học, vinamilk là con gà... :D Trang Pờtờ nhờ",neutral,Trung lập,western_emoticon,Content,minhtoan/vietnamese-comment-sentiment,train
";)
Trẻ em Triều Tiên biểu diễn tiết mục ""Chúng ta là những người hạnh phúc nhất thế gian"" nhân dịp năm mới.  :3

http://vnexpress.net/photo/the-gioi/the-gioi-ro-n-ra-ng-don-chao-nam-2015-3128498.html
Kili",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"[Chuyên mục : NHẬT KÍ SÁNG TẠO]
---------- Nhật kí sáng tạo 05 - Chuẩn ----------
Một trong những cái rất khoai khi làm sáng tạo là ý tưởng của bạn dù hay vật vã thì cũng là những sản phẩm vô hình, rất khó đánh giá hay dở, đúng sai. Vì vậy trong ngành có một thuật ngữ là “Benchmark”, không dám dịch vì tài hèn sức yếu, vd cái là hiểu ngay:

        Chúng tôi muốn có một chiến dịch từ thiện quy mô hoành tráng, lay động lòng phàm, xem xong là người tiêu dùng tung cửa lao ra mua mì gói ngay, benchmark là chiến dịch “Một triệu ly sữa” của Vinamilk mà các bạn đã làm cách đây mấy năm.

Nhờ có benchmark mà công ty quảng cáo hườm hườm có thể điều chỉnh, cân nhắc ý tưởng của mình trước khi trình các Marketers cũng như đánh giá thành công sau khi chiến dịch kết thúc. Nhưng điều TYM thích nhất là cách mình ứng dụng nó vào quá trình phát triển bản thân.

TYM rất thích chảnh gâu gâu, thích vênh mặt mình là copywriter sáng giá NHƯNG chỉ khi vượt qua được một benchmark đặt ra khi mới vào ngành.

Cách đây hơn 10 năm, cái thời hồng hoang của quảng cáo Việt Nam, một copywriter đã viết 2 headline cho một công ty lữ hành chuyên tổ chức tour đi miền Trung như sau:

    1. Nếu muốn kì nghỉ dài, sao không đến những nơi thời gian trôi qua chậm?

    2. Nếu muốn quên đi hiện tại, sao không tìm về nơi quá khứ?

Ai mà không muốn nghỉ phép nhiều ngày, chẳng qua không được thì đành chịu thôi. Mần răng không đến với phố cổ, để thấy con người và thời gian trôi thật chậm? Nhiều lúc ta muốn chạy khỏi cái thành phố ngộp ngạp này để quên đi “cái thằng khốn nạn” nào đó, ông sếp ba trợn và bao cái sầu khác. Vậy sao không đến những nơi tích xưa còn ghi khắc, thả mình vào lịch sử, tạm quên đi cái không vui? Bạn chỉ có được những điều ấy khi đến với miền Trung.

TYM tin mình sẽ vượt qua được anh ấy, sẽ còn lâu nhưng ngày ấy sẽ đến. Từ giờ đến đó thì phải tiếp tục giữ lửa, khiêm tốn và học hỏi trau dồi từng giây phút một.
-----------------------------------------------
#Taan
#tôiyêumarketing #nhậtkísángtạo
p/s : cho má nào k hỉu , TYM là Tôi yêu marketing chứ k phải thuật ngữ j nhá :)",positive,Tích cực,western_emoticon,Content,minhtoan/vietnamese-comment-sentiment,train
"Hiện mình có phân phối sỉ và lẻ loại Yaourt bịch được làm
hoàn toàn từ100% sữa tươi (Không
thêm nước) nên đảm bảo độ đặcsánh và mềm mịn cùng hương vị
tuyệt vời khó cưỡng lại. 

Đôi điều muốn nhắn nhủ đến các bạn 

Là một người học chuyên nghành kiểm nghiệm chất lượng lương thực thực phẩm cho
nên mình hiểu rất rõ tầm quan trọng của vệ sinh an toàn thực phẩm (VSATTP) và
tiêu chí của mình là đặt VSATTP lên hàng đầu.

Vì Yaourt mình được làm từ sữa tươi 100% được lên men tự nhiên nên hoàn toàn
không chứa bất kì chất bảo quản nào. Vì thế hương vị ngon hơn sữa chua hộp của Vinamilk
rất nhiều
Hiện tại mình phân phối Yaourt bịch sữa tươi với giá mỗi bịch
là 3.000đ .Vì Yaourt mình
nấu bằng sữa tươi nên có chứa rất nhiều chất dinh dưỡng và không có chất bảo
quản.
Mình nhận giao hàng với đơn đặt hàng từ 50 bịch trở lên và giao miễn
phí trong Khu Vực Gò Vấp,Quận 12,Hóc Môn, Nhị Bình,Lái Thiêu (tuỳ chỗ) và trong
bán kính 3km. Nếu xa hơn thì các bạn cho mình xin thêm tiền
ship (Giá xăng bây giờ đắt đỏ quá
hix!)

Vì ý thích của mỗi người là khác nhau cho nên mình chỉ để Yaourt trữ ở ngăn
lạnh, bạn nào thích ăn đá thì có thể bỏ lên ngăn đá cho nó cứng lại một chút
xíu là có thể ăn được (rất là ngon luôn).
Sau đây là thông tin liên lạc 

Tên: Minh Thành (mình sinh
94)

SĐT:0126.473.9448

Các bạn có thể Call hoặc SMS cho mình theo nội dung: 

 Tên người nhận +Số
lượng bịch + Địa chỉ +Thời
gian giao hàng (Về thời
gian mình sẽ thông báo lại vì bạn đặt hàng có thể mình không đủ giao nên sẽ
phải làm thêm hoặc là mình bận đi học nên chưa kịp giao )

 P/s: Mình
có nhận giao Yaourt cho văn phòng và những đại lý gần trường học nữa nha (Call để có giá sỉ)
Địa chỉ:8/4 ấp 5 xã Đông Thạnh Huyện Hóc Môn ( có gì các bạn
call trước mình 1 ngày nhé )
Cám ơn các bạn đã ủng hộ 

===============================",neutral,Trung lập,western_emoticon,Content,minhtoan/vietnamese-comment-sentiment,train
"[QUẢNG CÁO_XIN LỖI CÁC BẠN NẾU LÀM PHIỀN]
Cho một vẻ đẹp tự nhiên, hoàn toàn là từ các nguyên liệu thiên nhiên mà cực hiệu quả nha mấy gái :D
2 chị chủ shop là người quen của mình, xác thực là da 2 chị í siêu mịn màng luôn :3 (----- SHARES -----) Lyly Shop - Tết sắp đến rồi các nàng và chàng có muốn một làn da thật mịn màng ,̀ trắng sáng và khỏe khoắn,săn chắc ko nào?Bên cạnh việc dưỡng da bằng kem thì dưỡng da bằng mặt nạ cũng là bước quan trọng ko kém đâu nhé.Hãy đến",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"<3 QUYÊN GÓP QUÀ TẶNG CHO CÁC EM TRƯỜNG TÌNH THƯƠNG 2015.

:) Sắp tới Tết 2015 tụi mình sẽ tổ chức tặng quà cho các em trường tình thương Bình Thuận, 109 phần quà vào ngày 10/2/2015.

:) Năm ngoái 2014, tụi mình đã tặng 110 phần, tổng cộng 9.900.000đ, gồm:
    -5 Kg gạo
    -1 hộp sữa Vinamilk, bánh, kẹo
    - 3 cuốn tập
    - 2 cây viết bi
    - Bao lì xì 10.000đ.
  (Giá trị phần quà sẽ tăng nếu nhận được nhiều tiền quyên góp hơn).

:) Tui mình đều nhận quyên góp tất cả những gì bạn có, như: bánh, kẹo, vở,",positive,Tích cực,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"•Sp này quá Hot rồi Shop ko ""Ca"" thêm nữa đâu ạ !! 
 + Nhưng thật sự quá hoàn hảo : Mỏng-Nhẹ- Mướt - Mát Lạnh là tiêu chí của BB AQUA JELLY PETIT 
 + Xài mỗi ngày khi đi học, khi đi làm hay dành cho người lười, không có thời gian Make up.
 
 *** Điểm Cộng : 
• RẺ - Nhiều - Tiết Kiệm 
• Chất kem giống ""Ya-ua"" Vìnámilk hơn là Thạch  
• Mùi thơm nhẹ nhàng + Apply lên da thì Mát Lạnh và có mùi the the Bạc Hà "" đã đã "". 
• Thêm cái muỗng liền nắp, ko cần ""dùng tay"" - Ko mất vệ sinh và bị Ôxi hóa Sp.
• Có Chống Nắng Nhẹ SPF 20PA++
• Được tặng cái Bông Mút tán kem
• Bôi lên cảm giác dễ chịu, khô ráo, không bếch dính, không cần phủ thêm phấn, hiệu ứng hơi lì 1 chút. 
• Kiềm Dầu Tốt .
• Nên bôi chỗ Nào tán chỗ ấy - Vì ""ẽm"" thấm nhanh. 

 => CHỐT: chắc chắn khi xài hết sẽ sdụng nữa vì dùng e ấy rồy thì ko cần xài 360 =))
 Giá 260k/40ml . -",neutral,Trung lập,western_emoticon,Content,minhtoan/vietnamese-comment-sentiment,train
00:15 ngồi uống sữa vinamilk :-* ngủ thì từ sớm mà ngủ mãi hok được.... Dạy lục đục đi uống sữa rồi mới chiu ngủ :-* là tđn :D,positive,Tích cực,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
1 cảm giác thật yomost :)),positive,Tích cực,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"(----- SHARES -----) Thanh Lâm - Tình cờ tham gia 1 buổi team building của các bạn sale công ty VinaMilk :).
Buổi đốt lửa trại trong không khí vui tươi... mọi người cùng nắm  tay nhau thể hiện tình đoàn kết quanh ngọn lửa trại.

Họ đốt lửa trại bằng cách quây cây khô quanh 1 gốc cây đang phát triển và đốt, Thật khó hiểu !!!!",neutral,Trung lập,western_emoticon,Title,minhtoan/vietnamese-comment-sentiment,train
"1. Sữa Dielac Alpha step1 (Vinamilk, Việt Nam)

 

Ưu điểm: Giá cả hợp lý, bình dân

Nhược điểm: Quá ngọt. Đôi khi pha sữa ít hơn công thức ghi trên hộp, vị vẫn ngọt hơn các loại sữa khác.

Lưu ý cho mẹ: Rất nhiều mẹ hiếm khi mua sữa Việt Nam cho con uống. Nhưng sữa Dielac Alpha step1 vẫn có những ưu điểm nhất định, phù hợp với các bé, môi trường ở Việt Nam. Các mẹ hãy thử chọn mua sữa này cho bé uống. Biết đâu bé hợp mà lại đỡ ""đau"" túi tiền của mẹ.

Giá tham khảo:

Sữa Dielac Alpha step1 (900g, từ 0-6 tháng): khoảng 138. 900 đồng

2. Sữa Wakodo, Meiji (Nhật)

 

Ưu điểm: Bé uống các loại sữa của Nhật tăng chiều cao, cứng cáp.

Nhược điểm: Bé không tăng cân nhiều. Giá đắt.

Lưu ý cho mẹ: Ở Việt Nam, cùng một loại sữa có hàng nhập khẩu và hàng nội địa như Wakodo, Meiji. Có loại sữa chỉ có hàng nội địa như Morinaga. Hàng nhập khẩu về Việt Nam có giá rẻ hơn 1 chút so với hàng nội địa. Nhưng hàng nội địa hầu hết chỉ có loại hộp to. Nếu mẹ nào muốn mua cho con dùng thử xem có hợp sữa không, nên mua hàng nhập khẩu. Chất lượng hai loại sữa nhập khẩu và nội địa cũng gần như nhau.

Giá tham khảo:

Sữa Meiji 0 (nội địa - 850g,từ 0-9 tháng): khoảng 550.000 đồng

Sữa Meiji Gold 1 (nhập khẩu - 850g, từ 0-6 tháng): khoảng 334.000 đồng

Sữa Wakodo Hihi (nhập khẩu - 850g, từ 0-12 tháng): khoảng 385.000 đồng

3. Sữa S-26 (Úc)

 

Ưu điểm: Giúp bé tăng cân tốt

Nhược điểm: Quá ngọt nên bé mỗi lần không uống được nhiều.

Lưu ý cho mẹ: Không nhất thiết phải pha sữa cho bé theo đúng công thức trên hộp, có thể gia giảm lượng bột sữa theo khẩu vị của bé. Trên hộp sữa dù là hàng nhập khẩu hay hàng xách tay, đều không có chữ ""made in"", chỉ có chữ ""made for Australia"".

Giá tham khảo:

Sữa S-26 Gold 1 (nhập khẩu - 900g, từ 0-6 tháng): khoảng 415.000 đồng

4. Sữa Anh

 

Ưu điểm: Tập trung phát triển trí não và mát, tốt cho hệ tiêu hóa của bé. 
Nhược điểm: Ít tăng cân 
Lưu ý cho mẹ: Sữa này được ưa chuộng ở Đức và Anh. Các mẹ cho con uống loại này không phải lo lắng về vấn đề chiều cao vì phát triển xương là tiêu chí của sữa châu Âu.

Giá tham khảo:

Sữa Aptamil HAPre (nhập khẩu, 600g, từ 0 - 6 tháng): khoảng 475.000 đồng

 5. Sữa Nan (Nga)

 

 

Ưu điểm: Mát, chống táo bón cho bé rất tốt.

Nhược điểm: Ít chất đạm hơn so với với các loại sữa khác.

Lưu ý cho mẹ: Nan dòng sữa của Nga nhập khẩu về Việt Nam. Hiện nay dòng sữa của Nga đã có sữa dê dành cho các bé. Sữa dê hiện chưa phổ biến ở Việt Nam nhưng ở nhiều nước trên thế giới, sữa dê được đánh giá là tốt hơn sữa bò.

Giá tham khảo:

+ Sữa NAN (nhập khẩu, 400g, từ 0-6 tháng): khoảng 275.000 đồng

+ Sữa Arywa Gold (nhập khẩu, 400g, từ 0-6 tháng): khoảng 250.000 đồng

+ Sữa dê Vitacare (nhập khẩu, 400g, từ 0-12 tháng): khoảng 490.000 đồng

7. Sữa Milex (Đan Mạch)

 

Ưu điểm: Thành phần sữa cân đối, hàm lượng không quá cao

Nhược điểm: Pha đúng công thức có vẻ sữa loãng, hương vị dễ chịu

Lưu ý cho mẹ: Nhiều mẹ đã cho bé đã uống thử dòng sữa này và cho biết: dòng sữa này dễ ""hợp"" với nhiều bé mà giá cả phải chăng.

Giá tham khảo:

Sữa Milex (nhập khẩu, 400g, từ 0-6 tháng): khoảng 149.000 đồng

8. Sữa XO (Hàn Quốc)

 

Ưu điểm: Tốt cho sự vận động và tăng trưởng của bé

Nhược điểm: Mùi hơi tanh, không thơm như các loại sữa khác.

Lưu ý cho mẹ: Ở Hàn Quốc, sữa XO không phải là dòng sữa đắt tiền dành cho bé, nhưng có uy tín về chất lượng sản phẩm. Hơn 50% phụ huynh Hàn Quốc đã chọn sữa này cho bé.

Giá tham khảo:

Sữa bột XO 1 (nhập khẩu, 400g, từ 0-3 tháng): khoảng 169.000 đồng

9. Sữa Similac (Mỹ)

 

Ưu điểm: Hàm lượng đạm cao

Nhược điểm: Dễ gây táo bón, giá đắt nhất trong tất cả các loại sữa

Lưu ý cho mẹ: Các mẹ nên sử dụng sữa này cho bé từ 6 tháng tuổi trở lên. Vì hàm lượng đạm cao cần thiết cho sự phát triển của bé vào độ tuổi này. Khi cho bé uống sữa Similac, các mẹ cũng cần cho bé kết hợp uống nước hoa quả, ăn sữa chua, đề phòng bé bị táo bón.

Giá tham khảo:

Sữa Similac bổ sung chất đề kháng (nhập khẩu, 658g, từ 0-12 tháng): khoảng 630.000 đồng 

Sữa Enfamil Premium Lipil (nhập khẩu, 663g,",positive,Tích cực,western_emoticon,Content,minhtoan/vietnamese-comment-sentiment,train
